ANNO_INCIDENTE;PROV;COD_COM;COMUNE;TOT_INC;DI_CUI_INC_MORTALI;TOT_FERITI;TOT_MORTI;VEIC_COINVOLTI_(IDENTIFICATO_CONDUCENTE);DI_CUI_ALTRI_VEIC_COINVOLTI;CONDUC_TOTALI;DI_CUI_CONDUC_FEMMINE;PASSEGGERI_INFORTUNATI;DI_CUI_PASSEGGERI_INFORTUNATI_FEMMINE;PEDONI_INFORTUNATI;DI_CUI_PEDONI_INFORTUNATI_FEMMINE;CONDUC_FERITI;CONDUC_MORTI_ENTRO24h;CONDUC_IGNOTI;CONDUC_MORTI_ENTRO30gg;CONDUC_ETÀ_0-14_INC;CONDUC_ETÀ_15-19_INC;CONDUC_ETÀ_20-64_INC;CONDUC_ETÀ_65_E_OLTRE_INC;CONDUC_ETÀ_0-14_FERITI;CONDUC_ETÀ_15-19_FERITI;CONDUC_ETÀ_20-64_FERITI;CONDUC_ETÀ_65_E_OLTRE_FERITI;CONDUC_ETÀ_0-14_MORTI;CONDUC_ETÀ_15-19_MORTI;CONDUC_ETÀ_20-64_MORTI;CONDUC_ETÀ_65_E_OLTRE_MORTI;PASSEGGERI_FERITI;PASSEGGERI_MORTI;PEDONI_FERITI;PEDONI_MORTI;ALTRI_VEIC_FERITI;ALTRI_VEIC_MORTI;INTERSEZIONE_INC;INTERSEZIONE_FERITI;NON_INTERSEZIONE_MORTI_ENTRO24h;NON_INTERSEZIONE_INC;NON_INTERSEZIONE_FERITI;NON_INTERSEZIONE_MORTI__ENTRO30gg;STRADE_URBANE_INC;STRADE_URBANE_FERITI;STRADE_URBANE_MORTI;STRADE_EXTRAURB_(NO_AUTOSTR)_INC;STRADE_EXTRAURB_(NO_AUTOSTR)_FERITI;STRADE_EXTRAURB_(NO_AUTOSTR)_MORTI;AUTOSTR_INC;AUTOSTR_FERITI;AUTOSTR_MORTI;INC_TRA_VEIC_IN_MARCIA;INC_TRA_VEIC_IN_MARCIA_FERITI;INC_TRA_VEIC_IN_MARCIA_MORTI;INC_TRA_VEIC_E_PEDONE;INC_TRA_VEIC_E_PEDONE_FERITI;INC_TRA_VEIC_E_PEDONE_MORTI;INC_TRA_VEIC_ISOLATI;INC_TRA_VEIC_ISOLATI_FERITI;INC_TRA_VEIC_ISOLATI_MORTI;WEEKEND_INC;WEEKEND_FERITI;WEEKEND_MORTI;FERIALI_INC;FERIALI_FERITI;FERIALI_MORTI;NOTTE_INC;NOTTE_FERITI;NOTTE_MORTI;GIORNO_INC;GIORNO_FERITI;GIORNO_MORTI;ORE_DI_PUNTA_07-09_INC;ORE_DI_PUNTA_07-09_FERITI;ORE_DI_PUNTA_07-09_MORTI;ORE_DI_PUNTA_17-19_INC;ORE_DI_PUNTA_17-19_FERITI;ORE_DI_PUNTA_17-19_MORTI;SERENO_INC;SERENO_FERITI;SERENO_MORTI;NEBBIA_INC;NEBBIA_FERITI;NEBBIA_MORTI;PIOGGIA-NEVE_INC;PIOGGIA-NEVE_FERITI;PIOGGIA-NEVE_MORTI;VEIC_COINVOLTI_AUTOVET_(PRIV_E_PUB);AUTOVET_(PRIV_E_PUB)_FERITI;AUTOVET_(PRIV_E_PUB)_MORTI;VEIC_COINVOLTI_AUTOCAR_E_SIMILI;AUTOCAR_E_SIMILI_FERITI;AUTOCAR_E_SIMILI_MORTI;VEIC_COINVOLTI_MOTOCICLI;MOTOCICLI_FERITI;MOTOCICLI_MORTI;VEIC_COINVOLTI_VELOCIPEDI;VELOCIPEDI_FERITI;VELOCIPEDI_MORTI
2008;COMO;13205;SAN FEDELE INTELVI;2;1;3;1;3;;3;0;2;0;1;1;1;2;0;0;0;0;3;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;1;3;0;1;0;1;1;0;1;1;3;0;;;;1;3;0;1;0;1;0;0;0;0;0;0;2;3;1;;;;2;3;1;1;0;1;0;0;0;1;0;1;0;0;0;1;3;0;3;3;1;;;;0;0;0;;;
2008;COMO;13206;SAN FERMO DELLA BATTAGLIA;6;;6;0;11;;11;2;0;0;0;0;6;5;0;0;0;0;8;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;4;0;5;5;0;;;;1;1;0;4;4;0;0;0;0;2;2;0;2;2;0;4;4;0;2;2;0;4;4;0;0;0;0;3;3;0;6;6;0;0;0;0;0;0;0;6;1;0;1;1;0;2;2;0;2;2;0
2008;COMO;13207;SAN NAZZARO VAL CAVARGNA;1;;2;0;1;;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;2;0;;;;1;2;0;;;;;;;0;0;0;0;0;0;1;2;0;0;0;0;1;2;0;;;;1;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;;;;;;;0;0;0;;;
2008;COMO;13212;SENNA COMASCO;2;;3;0;3;;3;1;0;0;0;0;3;0;0;0;0;1;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;3;0;;;;;;;2;3;0;;;;1;2;0;0;0;0;1;1;0;2;3;0;0;0;0;1;2;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;2;2;0;;;;1;1;0;;;
2008;COMO;13215;SOLBIATE;5;;7;0;11;;11;5;2;2;1;0;4;7;0;0;0;0;9;2;0;0;3;1;0;0;0;0;2;0;1;0;0;0;4;6;0;1;1;0;5;7;0;;;;;;;4;6;0;1;1;0;0;0;0;2;4;0;3;3;0;;;;5;7;0;1;1;0;0;0;0;2;3;0;0;0;0;1;2;0;10;6;0;;;;1;1;0;;;
2008;COMO;13216;SORICO;13;2;17;2;29;3;26;6;2;2;2;0;12;13;0;1;0;1;22;3;0;1;10;1;0;0;0;1;2;0;1;1;2;0;11;16;1;2;1;1;7;11;0;5;6;1;;;;10;15;1;2;1;1;1;1;0;7;10;1;6;7;1;1;2;0;12;15;2;1;2;0;2;2;0;12;16;2;0;0;0;0;0;0;12;13;0;4;2;1;10;2;1;;;
2008;COMO;13222;TAVERNERIO;7;;8;0;13;;13;3;0;0;0;0;8;5;0;0;0;2;10;1;0;2;6;0;0;0;0;0;0;0;0;0;0;0;4;5;0;3;3;0;6;7;0;1;1;0;;;;6;7;0;0;0;0;1;1;0;1;1;0;6;7;0;1;1;0;6;7;0;2;2;0;1;1;0;6;7;0;0;0;0;1;1;0;11;7;0;;;;2;1;0;;;
2008;COMO;13223;TORNO;2;;6;0;7;1;6;2;1;0;0;0;4;2;0;0;0;0;5;1;0;0;4;0;0;0;0;0;1;0;0;0;1;0;2;6;0;;;;2;6;0;;;;;;;2;6;0;0;0;0;0;0;0;0;0;0;2;6;0;;;;2;6;0;1;5;0;0;0;0;1;1;0;0;0;0;0;0;0;5;6;0;1;;;0;0;0;;;
2008;COMO;13227;TURATE;34;1;44;1;70;1;69;15;8;4;2;1;34;34;0;1;0;4;55;6;0;2;28;3;0;0;1;0;8;0;2;0;0;0;17;23;1;17;21;0;26;35;0;2;2;0;6;7;1;29;39;1;2;2;0;3;3;0;7;8;1;27;36;0;5;6;1;26;34;0;4;4;0;6;9;0;24;33;0;1;0;1;4;6;0;50;34;1;6;5;0;13;5;0;;;
2008;COMO;13228;UGGIATE-TREVANO;14;1;17;1;28;1;27;9;1;0;0;0;16;10;0;1;0;1;23;2;0;1;14;1;0;0;0;1;1;0;0;0;0;0;5;4;1;9;13;0;10;14;0;4;3;1;;;;11;13;1;0;0;0;3;4;0;4;4;1;10;13;0;2;1;1;12;16;0;3;4;0;2;3;0;11;13;1;1;1;0;1;1;0;19;13;0;;;;7;2;1;1;2;0
2008;COMO;13229;VALBRONA;2;;3;0;4;;4;1;0;0;0;0;3;1;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;0;2;3;0;;;;;;;2;3;0;0;0;0;0;0;0;0;0;0;2;3;0;1;1;0;1;2;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;4;3;0;;;;0;0;0;;;
2008;COMO;13232;VALMOREA;1;;1;0;1;;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;;;;1;1;0;;;;;;;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;;;;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;;;;;;;1;1;0;;;
2008;COMO;13234;VALSOLDA;2;;4;0;4;;4;2;1;0;0;0;3;1;0;0;0;0;3;1;0;0;3;0;0;0;0;0;1;0;0;0;0;0;2;4;0;;;;1;1;0;1;3;0;;;;2;4;0;0;0;0;0;0;0;1;3;0;1;1;0;1;3;0;1;1;0;0;0;0;0;0;0;1;3;0;0;0;0;1;1;0;4;4;0;;;;0;0;0;;;
2008;COMO;13238;VENIANO;1;;1;0;2;;2;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;0;1;1;0;;;;;;;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;;;;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;;;;;;1;1;0;;;
2008;COMO;13242;VERTEMATE CON MINOPRIO;10;;18;0;19;;19;1;5;4;3;1;10;9;0;0;0;1;18;0;0;1;9;0;0;0;0;0;5;0;3;0;0;0;4;7;0;6;11;0;7;11;0;3;7;0;;;;7;13;0;2;4;0;1;1;0;7;14;0;3;4;0;3;7;0;7;11;0;0;0;0;4;7;0;7;14;0;0;0;0;3;4;0;15;12;0;3;4;0;0;0;0;1;2;0
2008;COMO;13245;VILLA GUARDIA;9;;18;0;19;;19;9;7;5;1;1;10;9;0;0;0;2;17;0;0;1;9;0;0;0;0;0;7;0;1;0;0;0;3;6;0;6;12;0;5;8;0;4;10;0;;;;7;16;0;1;1;0;1;1;0;4;7;0;5;11;0;3;6;0;6;12;0;1;2;0;3;4;0;8;16;0;0;0;0;1;2;0;17;17;0;1;;;1;1;0;;;
2008;COMO;13248;SAN SIRO;3;;3;0;6;;6;2;0;0;0;0;3;3;0;0;0;1;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;2;2;0;1;1;0;;;;3;3;0;0;0;0;0;0;0;1;1;0;2;2;0;;;;3;3;0;1;1;0;1;1;0;3;3;0;0;0;0;0;0;0;5;3;0;;;;1;0;0;;;
2008;CREMONA;19001;ACQUANEGRA CREMONESE;3;;4;0;4;;4;1;1;0;0;0;3;1;0;0;0;0;4;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;2;3;0;1;1;0;1;1;0;2;3;0;;;;1;1;0;0;0;0;2;3;0;1;1;0;2;3;0;2;3;0;1;1;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;2;2;0;2;2;0;0;0;0;;;
2008;CREMONA;19002;AGNADELLO;4;;6;0;5;;5;1;2;2;0;0;4;1;0;0;0;2;2;1;0;2;1;1;0;0;0;0;2;0;0;0;0;0;3;5;0;1;1;0;2;2;0;2;4;0;;;;1;1;0;0;0;0;3;5;0;0;0;0;4;6;0;;;;4;6;0;0;0;0;1;1;0;4;6;0;0;0;0;0;0;0;2;4;0;1;;;1;1;0;1;1;0
2008;CREMONA;19003;ANNICCO;5;;6;0;5;;5;2;1;1;1;0;4;1;0;0;0;0;5;0;0;0;4;0;0;0;0;0;1;0;1;0;0;0;5;6;0;;;;2;2;0;3;4;0;;;;0;0;0;1;1;0;4;5;0;0;0;0;5;6;0;1;1;0;4;5;0;1;2;0;1;1;0;3;4;0;0;0;0;1;1;0;5;6;0;;;;0;0;0;;;
2008;CREMONA;19005;BAGNOLO CREMASCO;17;;23;0;36;2;34;8;1;1;0;0;19;15;0;0;1;2;27;4;1;1;15;2;0;0;0;0;1;0;0;0;3;0;6;10;0;11;13;0;4;4;0;13;19;0;;;;15;20;0;0;0;0;2;3;0;3;7;0;14;16;0;3;6;0;14;17;0;1;1;0;9;12;0;8;10;0;2;5;0;3;4;0;23;16;0;4;2;0;4;3;0;2;2;0
2008;CREMONA;19006;BONEMERSE;2;;2;0;3;;3;0;0;0;0;0;2;1;0;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;;;;2;2;0;;;;1;1;0;0;0;0;1;1;0;0;0;0;2;2;0;;;;2;2;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;;;;3;2;0;0;0;0;;;
2008;CREMONA;19007;BORDOLANO;1;1;0;1;2;;2;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;1;0;1;;;;1;0;1;;;;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;;;;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;;1;;;1;0;1;;;
2008;CREMONA;19009;CALVATONE;4;;4;0;6;;6;1;0;0;0;0;4;2;0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3;3;0;1;1;0;1;1;0;3;3;0;;;;2;2;0;0;0;0;2;2;0;0;0;0;4;4;0;;;;4;4;0;0;0;0;2;2;0;3;3;0;0;0;0;0;0;0;3;2;0;;;;2;2;0;;;
2008;CREMONA;19011;CAMPAGNOLA CREMASCA;1;;1;0;2;;2;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;1;1;0;;;;1;1;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;;;;0;0;0;;;
2008;CREMONA;19012;CAPERGNANICA;1;;3;0;2;;2;1;1;1;0;0;2;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;3;0;;;;;;;1;3;0;;;;1;3;0;0;0;0;0;0;0;1;3;0;0;0;0;;;;1;3;0;0;0;0;1;3;0;0;0;0;0;0;0;1;3;0;2;3;0;;;;0;0;0;;;
2008;CREMONA;19013;CAPPELLA CANTONE;5;2;7;3;10;;10;1;3;0;0;0;5;3;0;2;0;0;10;0;0;0;5;0;0;0;2;0;2;1;0;0;0;0;5;7;3;;;;;;;5;7;3;;;;4;6;3;0;0;0;1;1;0;2;3;2;3;4;1;2;3;2;3;4;1;2;2;1;1;2;0;4;6;2;0;0;0;1;1;1;6;4;2;4;3;1;0;0;0;;;
2008;CREMONA;19014;CAPPELLA DE' PICENARDI;1;;4;0;3;;3;0;2;2;0;0;2;1;0;0;0;0;1;2;0;0;0;2;0;0;0;0;2;0;0;0;0;0;;;;1;4;0;;;;1;4;0;;;;1;4;0;0;0;0;0;0;0;0;0;0;1;4;0;;;;1;4;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;3;4;0;;;;0;0;0;;;
2008;CREMONA;19015;CAPRALBA;3;;3;0;3;;3;0;1;1;0;0;2;1;0;0;0;0;3;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;2;2;0;1;1;0;;;;3;3;0;;;;0;0;0;0;0;0;3;3;0;1;1;0;2;2;0;2;2;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;2;2;0;2;2;0;1;1;0;0;0;0;;;
2008;CREMONA;19016;CASALBUTTANO ED UNITI;6;1;8;1;9;;9;4;3;3;1;0;4;4;0;1;0;0;5;4;0;0;0;4;0;0;1;0;3;0;1;0;0;0;4;5;1;2;3;0;4;6;0;2;2;1;;;;3;5;0;1;1;0;2;2;1;1;1;0;5;7;1;2;2;1;4;6;0;0;0;0;2;3;0;4;5;1;0;0;0;0;0;0;6;7;0;1;;;1;0;1;1;1;0
2008;CREMONA;19017;CASALE CREMASCO-VIDOLASCO;3;;4;0;6;;6;1;0;0;0;0;4;2;0;0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;2;0;3;4;0;;;;;;;3;4;0;0;0;0;0;0;0;3;4;0;0;0;0;;;;3;4;0;0;0;0;0;0;0;2;2;0;0;0;0;1;2;0;3;2;0;1;;;2;2;0;;;
2008;CREMONA;19019;CASALETTO DI SOPRA;1;;1;0;2;;2;1;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;0;;;;1;1;0;;;;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;;;;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;;;1;1;0;0;0;0;;;
2008;CREMONA;19020;CASALETTO VAPRIO;5;2;6;2;9;;9;2;1;0;0;0;5;2;0;2;0;1;7;1;0;1;4;0;0;0;2;0;1;0;0;0;0;0;2;2;1;3;4;1;;;;5;6;2;;;;3;4;1;0;0;0;2;2;1;2;2;1;3;4;1;2;2;1;3;4;1;0;0;0;0;0;0;1;2;0;0;0;0;4;4;2;8;4;2;;;;0;0;0;;;
2008;CREMONA;19021;CASALMAGGIORE;62;;102;0;113;;113;34;36;25;1;0;65;48;0;0;1;8;88;16;0;6;52;7;0;0;0;0;36;0;1;0;0;0;24;42;0;38;60;0;42;67;0;20;35;0;;;;43;75;0;1;1;0;18;26;0;20;38;0;42;64;0;9;18;0;52;83;0;17;23;0;5;8;0;50;75;0;1;2;0;4;9;0;83;79;0;6;7;0;9;10;0;14;6;0
2008;CREMONA;19022;CASALMORANO;4;1;5;1;6;;6;0;2;1;0;0;4;2;0;0;0;1;4;0;0;1;3;0;0;0;0;0;1;1;0;0;0;0;3;4;1;1;1;0;1;1;0;3;4;1;;;;2;2;0;0;0;0;2;3;1;2;2;0;2;3;1;;;;4;5;1;1;1;0;1;2;1;2;2;0;0;0;0;2;3;1;3;3;1;1;1;0;2;1;0;;;
2008;CREMONA;19024;CASTEL GABBIANO;2;1;4;1;2;;2;0;3;1;0;0;1;0;0;1;0;0;2;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;2;4;1;;;;;;;2;4;1;;;;0;0;0;0;0;0;2;4;1;1;4;0;1;0;1;1;4;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;2;4;1;;;;0;0;0;;;
2008;CREMONA;19025;CASTELLEONE;28;5;41;9;45;;45;10;19;11;0;0;23;16;0;6;0;3;39;3;0;1;21;1;0;0;5;1;18;3;0;0;0;0;16;29;3;12;12;6;4;5;0;24;36;9;;;;14;13;8;0;0;0;14;28;1;9;11;5;19;30;4;3;3;0;25;38;9;3;4;1;9;13;1;16;26;2;1;1;0;9;12;6;34;32;8;7;9;0;0;0;0;2;0;1
2008;CREMONA;19026;CASTELVERDE;14;;17;0;23;;23;9;1;0;1;0;15;8;0;0;0;1;21;1;0;1;13;1;0;0;0;0;1;0;1;0;0;0;8;9;0;6;8;0;4;5;0;10;12;0;;;;8;11;0;1;1;0;5;5;0;4;4;0;10;13;0;1;1;0;13;16;0;2;3;0;3;3;0;8;10;0;0;0;0;1;1;0;20;14;0;1;;;1;1;0;;;
2008;CREMONA;19028;CELLA DATI;2;;3;0;4;;4;0;2;1;0;0;1;3;0;0;0;0;3;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;;;;2;3;0;;;;2;3;0;;;;2;3;0;0;0;0;0;0;0;1;2;0;1;1;0;;;;2;3;0;0;0;0;1;1;0;1;2;0;0;0;0;0;0;0;4;3;0;;;;0;0;0;;;
2008;CREMONA;19029;CHIEVE;3;;4;0;7;;7;2;0;0;0;0;4;3;0;0;0;0;7;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;;;;3;4;0;1;1;0;2;3;0;;;;3;4;0;0;0;0;0;0;0;1;1;0;2;3;0;1;1;0;2;3;0;1;2;0;1;1;0;1;1;0;0;0;0;2;3;0;5;2;0;;;;2;2;0;;;
2008;CREMONA;19030;CICOGNOLO;10;;11;0;20;;20;3;1;0;0;0;10;10;0;0;0;0;18;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;1;1;0;9;10;0;2;2;0;8;9;0;;;;9;10;0;0;0;0;1;1;0;3;3;0;7;8;0;;;;10;11;0;2;2;0;3;4;0;7;8;0;0;0;0;1;1;0;14;9;0;3;;;2;1;0;;;
2008;CREMONA;19031;CINGIA DE' BOTTI;5;;7;0;10;;10;3;1;1;0;0;6;4;0;0;0;0;8;2;0;0;4;2;0;0;0;0;1;0;0;0;0;0;2;2;0;3;5;0;2;3;0;3;4;0;;;;4;6;0;0;0;0;1;1;0;2;3;0;3;4;0;1;2;0;4;5;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;7;5;0;2;;;0;0;0;;;
2008;CREMONA;19032;CORTE DE' CORTESI CON CIGNONE;3;;4;0;5;;5;0;1;1;0;0;3;2;0;0;0;0;5;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;1;2;0;2;2;0;;;;3;4;0;;;;2;2;0;0;0;0;1;2;0;2;3;0;1;1;0;2;3;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;3;3;0;2;1;0;0;0;0;;;
2008;CREMONA;19033;CORTE DE' FRATI;3;;4;0;5;;5;1;1;1;0;0;3;2;0;0;0;0;5;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;3;4;0;;;;;;;1;2;0;2;2;0;2;2;0;0;0;0;1;2;0;0;0;0;3;4;0;;;;3;4;0;0;0;0;1;1;0;3;4;0;0;0;0;0;0;0;5;4;0;;;;0;0;0;;;
2008;CREMONA;19034;CREDERA RUBBIANO;4;1;6;1;7;;7;3;2;1;0;0;4;2;0;1;0;0;6;1;0;0;3;1;0;0;1;0;2;0;0;0;0;0;3;2;1;1;4;0;1;1;0;3;5;1;;;;2;4;1;0;0;0;2;2;0;3;5;1;1;1;0;;;;4;6;1;1;1;0;0;0;0;3;5;1;0;0;0;0;0;0;6;6;0;;;;0;0;0;1;0;1
2008;CREMONA;19035;CREMA;182;4;223;4;355;1;354;123;32;23;12;6;178;173;0;3;4;28;270;37;4;21;126;18;0;0;3;0;32;0;11;1;2;0;63;77;2;119;146;2;163;191;3;19;32;1;;;;150;190;3;10;10;1;22;23;0;40;54;0;142;169;4;18;30;0;163;192;4;24;26;1;51;59;1;125;146;2;4;7;0;29;35;1;235;153;1;15;6;1;44;30;2;57;33;0
2008;CREMONA;19036;CREMONA;479;10;616;13;923;9;910;268;121;64;33;15;461;443;4;6;4;59;708;125;3;45;352;60;0;0;6;0;117;5;31;2;7;0;207;274;8;272;342;5;424;529;3;35;57;6;19;29;4;309;401;10;31;33;2;139;182;1;110;147;3;369;469;10;47;64;5;431;551;8;68;94;6;123;158;1;367;471;4;20;35;4;61;75;0;582;429;7;77;44;4;141;98;1;103;36;1
2008;CREMONA;19037;CREMOSANO;4;;5;0;8;;8;1;2;2;0;0;3;5;0;0;0;0;8;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;2;2;0;2;3;0;1;2;0;3;3;0;;;;3;4;0;0;0;0;1;1;0;1;2;0;3;3;0;;;;4;5;0;0;0;0;1;2;0;3;4;0;0;0;0;1;1;0;4;2;0;2;;;2;3;0;;;
2008;CREMONA;19038;CROTTA D'ADDA;1;1;2;1;2;;2;1;1;1;0;0;1;0;0;1;0;0;2;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;;;;1;2;1;;;;1;2;1;;;;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;1;2;1;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;;;;0;0;0;;;
2008;CREMONA;19039;CUMIGNANO SUL NAVIGLIO;1;;1;0;1;;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;1;1;0;;;;;;;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;;;1;1;0;0;0;0;;;
2008;CREMONA;19040;DEROVERE;1;;2;0;2;;2;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;;;;1;2;0;;;;1;2;0;;;;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;;;;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;2;2;0;;;;0;0;0;;;
2008;CREMONA;19041;DOVERA;20;1;37;1;42;1;41;15;12;10;1;0;25;16;0;0;0;0;39;2;0;0;23;2;0;0;0;0;12;0;0;1;0;0;7;10;1;13;27;0;2;2;0;18;35;1;;;;18;34;1;0;0;0;2;3;0;8;17;1;12;20;0;3;9;0;17;28;1;3;6;1;5;8;0;13;24;1;0;0;0;4;9;0;31;28;1;6;6;0;2;2;0;1;1;0
2008;CREMONA;19042;DRIZZONA;4;1;5;1;7;;7;2;0;0;0;0;5;1;0;1;0;0;5;2;0;0;3;2;0;0;1;0;0;0;0;0;0;0;1;0;1;3;5;0;1;1;0;3;4;1;;;;3;4;1;0;0;0;1;1;0;0;0;0;4;5;1;;;;4;5;1;1;1;0;1;0;1;4;5;1;0;0;0;0;0;0;4;3;1;1;;;1;2;0;1;;
2008;CREMONA;19044;FORMIGARA;1;;1;0;1;;1;1;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;;;;;;;1;1;0;;;;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;;;;0;0;0;;;
2008;CREMONA;19045;GABBIONETA-BINANUOVA;3;;4;0;4;;4;0;0;0;1;0;3;1;0;0;0;1;3;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;2;2;0;1;2;0;3;4;0;;;;;;;1;2;0;1;1;0;1;1;0;1;1;0;2;3;0;;;;3;4;0;1;2;0;0;0;0;0;0;0;1;2;0;2;2;0;2;1;0;2;3;0;0;0;0;;;
2008;CREMONA;19046;GADESCO-PIEVE DELMONA;8;1;8;1;12;;12;6;2;1;0;0;6;5;0;1;0;1;7;4;0;1;3;2;0;0;0;1;2;0;0;0;0;0;5;5;0;3;3;1;3;2;1;5;6;0;;;;4;4;1;0;0;0;4;4;0;1;1;0;7;7;1;1;1;0;6;6;1;1;1;0;2;1;1;3;2;1;2;3;0;1;1;0;11;8;1;;;;1;0;0;;;
2008;CREMONA;19047;GENIVOLTA;4;;5;0;7;;7;2;1;1;0;0;4;3;0;0;0;0;6;1;0;0;4;0;0;0;0;0;1;0;0;0;0;0;2;3;0;2;2;0;1;1;0;3;4;0;;;;3;3;0;0;0;0;1;2;0;2;3;0;2;2;0;;;;4;5;0;0;0;0;4;5;0;4;5;0;0;0;0;0;0;0;3;2;0;;;;3;3;0;1;;
2008;CREMONA;19048;GERRE DE' CAPRIOLI;1;;1;0;2;;2;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;0;;;;1;1;0;;;;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;;;;;;1;1;0;;;
2008;CREMONA;19049;GOMBITO;2;;3;0;4;;4;2;0;0;0;0;3;1;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;;;2;3;0;;;;2;3;0;;;;2;3;0;0;0;0;0;0;0;1;2;0;1;1;0;;;;2;3;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;3;2;0;;;;0;0;0;1;1;0
2008;CREMONA;19050;GRONTARDO;2;;2;0;6;;6;2;0;0;0;0;2;4;0;0;0;1;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;;;;2;2;0;2;2;0;;;;;;;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;;;;2;2;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;6;2;0;;;;0;0;0;;;
